school_code	boro	number_of_classes	core_subject_ms_core_and_9_12_only_	school_name	size_of_smallest_class	total_register	data_source	program_type	csd	core_course_ms_core_and_9_12_only_	average_class_size	size_of_largest_class	service_category_k_9_only_	grade_
M312	M	8	-	NEW YORK CITY LAB MIDDLE SCHOOL FOR COLL	29	246	ATS	G&T	2	-	30.8	34	-	08
M312	M	18	ENGLISH	NEW YORK CITY LAB MIDDLE SCHOOL FOR COLL	29	563	HSST	GEN ED	2	-	31.3	34	-	MS CORE
M312	M	18	SCIENCE	NEW YORK CITY LAB MIDDLE SCHOOL FOR COLL	29	563	HSST	GEN ED	2	-	31.3	34	-	MS CORE
M312	M	18	MATH	NEW YORK CITY LAB MIDDLE SCHOOL FOR COLL	29	563	HSST	GEN ED	2	-	31.3	34	-	MS CORE
M313	M	2	SOCIAL STUDIES	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	11	22	HSST	GEN ED	2	GLOBAL HISTORY 9	11.0	11	-	09-12
M313	M	6	SOCIAL STUDIES	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	17	137	HSST	GEN ED	2	GLOBAL HISTORY 10	22.8	26	-	09-12
M313	M	2	SOCIAL STUDIES	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	27	57	HSST	GEN ED	2	US HISTORY	28.5	30	-	09-12
M313	M	3	SOCIAL STUDIES	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	22	73	HSST	GEN ED	2	US GOVERNMENT	24.3	26	-	09-12
M313	M	2	SOCIAL STUDIES	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	10	21	HSST	GEN ED	2	ECONOMICS	10.5	11	-	09-12
M313	M	-2	SOCIAL STUDIES	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION		-21	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M313	M	2	SCIENCE	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	24	50	HSST	GEN ED	2	LIVING ENVIRONMENT	25.0	26	-	09-12
M313	M	2	SCIENCE	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	27	54	HSST	GEN ED	2	CHEMISTRY	27.0	27	-	09-12
M313	M	1	SCIENCE	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	20	20	HSST	GEN ED	2	PHYSICS	20.0	20	-	09-12
M313	M	1	MATH	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	24	24	HSST	GEN ED	2	GEOMETRY	24.0	24	-	09-12
M313	M	1	ALL SUBJECTS	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION		21	HSST	CTT	2	ASSUMED TEAM TEACHING			-	09-12
M316	M	4	ENGLISH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	13	85	HSST	GEN ED	2	ENGLISH 9	21.3	29	-	09-12
M316	M	5	ENGLISH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	10	89	HSST	GEN ED	2	ENGLISH 10	17.8	23	-	09-12
M316	M	3	ENGLISH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	20	78	HSST	GEN ED	2	ENGLISH 11	26.0	31	-	09-12
M316	M	3	ENGLISH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	18	68	HSST	GEN ED	2	ENGLISH 12	22.7	26	-	09-12
M316	M	-2	ENGLISH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,		-31	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M316	M	4	SOCIAL STUDIES	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	11	88	HSST	GEN ED	2	GLOBAL HISTORY 9	22.0	33	-	09-12
M316	M	4	SOCIAL STUDIES	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	14	79	HSST	GEN ED	2	GLOBAL HISTORY 10	19.8	31	-	09-12
M316	M	3	SOCIAL STUDIES	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	20	79	HSST	GEN ED	2	US HISTORY	26.3	31	-	09-12
M316	M	3	SOCIAL STUDIES	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	17	68	HSST	GEN ED	2	US GOVERNMENT	22.7	27	-	09-12
M316	M	8	SCIENCE	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	16	174	HSST	GEN ED	2	LIVING ENVIRONMENT	21.8	31	-	09-12
M316	M	2	SCIENCE	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	25	51	HSST	GEN ED	2	EARTH SCIENCE	25.5	26	-	09-12
M316	M	6	SCIENCE	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	23	154	HSST	GEN ED	2	CHEMISTRY	25.7	27	-	09-12
M316	M	2	SCIENCE	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	28	56	HSST	GEN ED	2	PHYSICS	28.0	28	-	09-12
M316	M	5	MATH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	17	123	HSST	GEN ED	2	MATH B	24.6	31	-	09-12
M316	M	3	MATH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	26	83	HSST	GEN ED	2	ALGEBRA	27.7	31	-	09-12
M316	M	5	MATH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	11	89	HSST	GEN ED	2	GEOMETRY	17.8	25	-	09-12
M316	M	-2	MATH	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,		-25	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M316	M	2	ALL SUBJECTS	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,		56	HSST	CTT	2	ASSUMED TEAM TEACHING			-	09-12
M347	M	2	-	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH	5	13	ATS	GEN ED	2	-	6.5	8	-	0K
M347	M	2	-	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH	7	15	ATS	GEN ED	2	-	7.5	8	-	01
M347	M	2	-	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH	9	19	ATS	GEN ED	2	-	9.5	10	-	02
M347	M	2	-	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH	7	17	ATS	GEN ED	2	-	8.5	10	-	03
M347	M	2	-	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH	9	19	ATS	GEN ED	2	-	9.5	10	-	04
M347	M	2	-	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH	11	23	ATS	GEN ED	2	-	11.5	12	-	05
M347	M	1	-	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH	16	16	ATS	GEN ED	2	-	16.0	16	-	06
M347	M	1	-	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH	7	7	ATS	GEN ED	2	-	7.0	7	-	07
M374	M	4	ENGLISH	GRAMERCY ARTS HIGH SCHOOL	19	101	HSST	GEN ED	2	ENGLISH 9	25.3	30	-	09-12
M374	M	4	ENGLISH	GRAMERCY ARTS HIGH SCHOOL	10	88	HSST	GEN ED	2	ENGLISH 10	22.0	28	-	09-12
M374	M	3	ENGLISH	GRAMERCY ARTS HIGH SCHOOL	25	87	HSST	GEN ED	2	ENGLISH 11	29.0	34	-	09-12
M374	M	2	ENGLISH	GRAMERCY ARTS HIGH SCHOOL	25	54	HSST	GEN ED	2	ENGLISH 12	27.0	29	-	09-12
M374	M	-4	ENGLISH	GRAMERCY ARTS HIGH SCHOOL		-61	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M374	M	1	ENGLISH	GRAMERCY ARTS HIGH SCHOOL	10	10	HSST	CTT	2	ENGLISH 9	10.0	10	-	09-12
M374	M	4	SOCIAL STUDIES	GRAMERCY ARTS HIGH SCHOOL	20	103	HSST	GEN ED	2	GLOBAL HISTORY 9	25.8	31	-	09-12
M374	M	3	SOCIAL STUDIES	GRAMERCY ARTS HIGH SCHOOL	26	83	HSST	GEN ED	2	GLOBAL HISTORY 10	27.7	30	-	09-12
M374	M	4	SOCIAL STUDIES	GRAMERCY ARTS HIGH SCHOOL	19	96	HSST	GEN ED	2	US HISTORY	24.0	31	-	09-12
M374	M	2	SOCIAL STUDIES	GRAMERCY ARTS HIGH SCHOOL	23	55	HSST	GEN ED	2	US GOVERNMENT	27.5	32	-	09-12
M374	M	11	SCIENCE	GRAMERCY ARTS HIGH SCHOOL	12	305	HSST	GEN ED	2	LIVING ENVIRONMENT	27.7	33	-	09-12
M374	M	8	SCIENCE	GRAMERCY ARTS HIGH SCHOOL	23	233	HSST	GEN ED	2	EARTH SCIENCE	29.1	34	-	09-12
M374	M	1	MATH	GRAMERCY ARTS HIGH SCHOOL	28	28	HSST	GEN ED	2	MATH B	28.0	28	-	09-12
M374	M	4	MATH	GRAMERCY ARTS HIGH SCHOOL	20	105	HSST	GEN ED	2	ALGEBRA	26.3	33	-	09-12
M374	M	4	MATH	GRAMERCY ARTS HIGH SCHOOL	22	118	HSST	GEN ED	2	GEOMETRY	29.5	34	-	09-12
M374	M	-2	MATH	GRAMERCY ARTS HIGH SCHOOL		-30	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M374	M	1	MATH	GRAMERCY ARTS HIGH SCHOOL	10	10	HSST	CTT	2	ALGEBRA	10.0	10	-	09-12
M374	M	3	ALL SUBJECTS	GRAMERCY ARTS HIGH SCHOOL		91	HSST	CTT	2	ASSUMED TEAM TEACHING			-	09-12
M376	M	1	-	NYCiSCHOOL	100	100	ATS	GEN ED	2	-	100.0	100	-	09
M376	M	4	ENGLISH	NYCiSCHOOL	98	392	HSST	GEN ED	2	ENGLISH 9	98.0	98	-	09-12
M376	M	3	SOCIAL STUDIES	NYCiSCHOOL	98	294	HSST	GEN ED	2	GLOBAL HISTORY 9	98.0	98	-	09-12
M376	M	4	SCIENCE	NYCiSCHOOL	98	392	HSST	GEN ED	2	LIVING ENVIRONMENT	98.0	98	-	09-12
M376	M	1	MATH	NYCiSCHOOL	80	80	HSST	GEN ED	2	ALGEBRA	80.0	80	-	09-12
M376	M	1	MATH	NYCiSCHOOL	18	18	HSST	GEN ED	2	GEOMETRY	18.0	18	-	09-12
M400	M	15	ENGLISH	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	10	354	HSST	GEN ED	2	ENGLISH 9	23.6	32	-	09-12
M400	M	14	ENGLISH	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	11	353	HSST	GEN ED	2	ENGLISH 10	25.2	34	-	09-12
M400	M	12	ENGLISH	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	15	358	HSST	GEN ED	2	ENGLISH 11	29.8	42	-	09-12
M400	M	11	ENGLISH	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	14	298	HSST	GEN ED	2	ENGLISH 12	27.1	35	-	09-12
M400	M	13	SOCIAL STUDIES	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	14	377	HSST	GEN ED	2	GLOBAL HISTORY 9	29.0	34	-	09-12
M400	M	13	SOCIAL STUDIES	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	15	388	HSST	GEN ED	2	GLOBAL HISTORY 10	29.8	45	-	09-12
M400	M	10	SOCIAL STUDIES	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	15	305	HSST	GEN ED	2	US HISTORY	30.5	34	-	09-12
M400	M	10	SOCIAL STUDIES	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	12	299	HSST	GEN ED	2	US GOVERNMENT	29.9	35	-	09-12
M400	M	3	SCIENCE	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	35	109	HSST	GEN ED	2	EARTH SCIENCE	36.3	38	-	09-12
M400	M	12	SCIENCE	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	23	378	HSST	GEN ED	2	CHEMISTRY	31.5	34	-	09-12
M400	M	3	SCIENCE	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	32	100	HSST	GEN ED	2	PHYSICS	33.3	34	-	09-12
M400	M	30	SCIENCE	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	10	845	HSST	GEN ED	2	OTHER	28.2	34	-	09-12
M400	M	-4	SCIENCE	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES		-66	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M400	M	21	MATH	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	12	504	HSST	GEN ED	2	ALGEBRA	24.0	34	-	09-12
M400	M	7	MATH	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	30	235	HSST	GEN ED	2	GEOMETRY	33.6	35	-	09-12
M400	M	15	MATH	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	11	405	HSST	GEN ED	2	OTHER	27.0	34	-	09-12
M400	M	2	ALL SUBJECTS	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES		66	HSST	CTT	2	ASSUMED TEAM TEACHING			-	09-12
M407	M	3	-	INSTITUTE FOR COLLABORATIVE EDUCATION	22	68	ATS	GEN ED	2	-	22.7	23	-	06
M407	M	3	-	INSTITUTE FOR COLLABORATIVE EDUCATION	24	74	ATS	GEN ED	2	-	24.7	25	-	07
M407	M	3	-	INSTITUTE FOR COLLABORATIVE EDUCATION	19	59	ATS	GEN ED	2	-	19.7	20	-	08
M408	M	1	-	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	26	26	ATS	GEN ED	2	-	26.0	26	-	06
M408	M	1	-	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	28	28	ATS	GEN ED	2	-	28.0	28	-	07
M408	M	1	-	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	27	27	ATS	GEN ED	2	-	27.0	27	-	08
M408	M	3	ENGLISH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	25	79	HSST	GEN ED	2	-	26.3	27	-	MS CORE
M408	M	3	SOCIAL STUDIES	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	25	79	HSST	GEN ED	2	-	26.3	27	-	MS CORE
M408	M	5	SCIENCE	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	25	131	HSST	GEN ED	2	-	26.2	27	-	MS CORE
M408	M	4	MATH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	9	78	HSST	GEN ED	2	-	19.5	27	-	MS CORE
M408	M	2	ENGLISH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	26	59	HSST	GEN ED	2	ENGLISH 9	29.5	33	-	09-12
M408	M	2	ENGLISH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	34	68	HSST	GEN ED	2	ENGLISH 10	34.0	34	-	09-12
M408	M	2	ENGLISH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	30	61	HSST	GEN ED	2	ENGLISH 11	30.5	31	-	09-12
M408	M	3	ENGLISH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	31	98	HSST	GEN ED	2	ENGLISH 12	32.7	34	-	09-12
M408	M	1	ENGLISH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	30	30	HSST	CTT	2	ENGLISH 9	30.0	30	-	09-12
M408	M	1	ENGLISH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	28	28	HSST	CTT	2	ENGLISH 10	28.0	28	-	09-12
M408	M	1	ENGLISH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	23	23	HSST	CTT	2	ENGLISH 11	23.0	23	-	09-12
M408	M	3	SOCIAL STUDIES	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	15	74	HSST	GEN ED	2	GLOBAL HISTORY 9	24.7	33	-	09-12
M408	M	2	SOCIAL STUDIES	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	34	68	HSST	GEN ED	2	GLOBAL HISTORY 10	34.0	34	-	09-12
M408	M	2	SOCIAL STUDIES	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	30	61	HSST	GEN ED	2	US HISTORY	30.5	31	-	09-12
M408	M	3	SOCIAL STUDIES	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	31	98	HSST	GEN ED	2	US GOVERNMENT	32.7	34	-	09-12
M408	M	1	SOCIAL STUDIES	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	30	30	HSST	CTT	2	GLOBAL HISTORY 9	30.0	30	-	09-12
M408	M	1	SOCIAL STUDIES	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	28	28	HSST	CTT	2	GLOBAL HISTORY 10	28.0	28	-	09-12
M408	M	1	SOCIAL STUDIES	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	23	23	HSST	CTT	2	US HISTORY	23.0	23	-	09-12
M408	M	6	SCIENCE	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	27	182	HSST	GEN ED	2	LIVING ENVIRONMENT	30.3	33	-	09-12
M408	M	5	SCIENCE	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	24	136	HSST	GEN ED	2	EARTH SCIENCE	27.2	31	-	09-12
M408	M	5	SCIENCE	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	26	137	HSST	GEN ED	2	CHEMISTRY	27.4	29	-	09-12
M408	M	2	SCIENCE	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	13	26	HSST	GEN ED	2	PHYSICS	13.0	13	-	09-12
M408	M	5	MATH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	13	88	HSST	GEN ED	2	MATH A	17.6	23	-	09-12
M408	M	3	MATH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	13	61	HSST	GEN ED	2	MATH B	20.3	25	-	09-12
M408	M	4	MATH	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	12	81	HSST	GEN ED	2	GEOMETRY	20.3	27	-	09-12
M409	M	6	ENGLISH	COALITION SCHOOL FOR SOCIAL CHANGE	14	114	HSST	GEN ED	2	ENGLISH 9	19.0	24	-	09-12
M409	M	7	ENGLISH	COALITION SCHOOL FOR SOCIAL CHANGE	11	118	HSST	GEN ED	2	ENGLISH 10	16.9	26	-	09-12
M409	M	6	ENGLISH	COALITION SCHOOL FOR SOCIAL CHANGE	15	110	HSST	GEN ED	2	ENGLISH 11	18.3	26	-	09-12
M409	M	3	ENGLISH	COALITION SCHOOL FOR SOCIAL CHANGE	14	48	HSST	GEN ED	2	ENGLISH 12	16.0	17	-	09-12
M409	M	6	SOCIAL STUDIES	COALITION SCHOOL FOR SOCIAL CHANGE	15	106	HSST	GEN ED	2	GLOBAL HISTORY 9	17.7	22	-	09-12
M409	M	5	SOCIAL STUDIES	COALITION SCHOOL FOR SOCIAL CHANGE	22	123	HSST	GEN ED	2	GLOBAL HISTORY 10	24.6	27	-	09-12
M409	M	6	SOCIAL STUDIES	COALITION SCHOOL FOR SOCIAL CHANGE	10	114	HSST	GEN ED	2	US HISTORY	19.0	24	-	09-12
M409	M	3	SOCIAL STUDIES	COALITION SCHOOL FOR SOCIAL CHANGE	15	54	HSST	GEN ED	2	US GOVERNMENT	18.0	23	-	09-12
M409	M	1	SOCIAL STUDIES	COALITION SCHOOL FOR SOCIAL CHANGE	33	33	HSST	GEN ED	2	ECONOMICS	33.0	33	-	09-12
M409	M	11	SCIENCE	COALITION SCHOOL FOR SOCIAL CHANGE	15	227	HSST	GEN ED	2	LIVING ENVIRONMENT	20.6	27	-	09-12
M409	M	3	SCIENCE	COALITION SCHOOL FOR SOCIAL CHANGE	19	74	HSST	GEN ED	2	EARTH SCIENCE	24.7	28	-	09-12
M409	M	2	SCIENCE	COALITION SCHOOL FOR SOCIAL CHANGE	23	46	HSST	GEN ED	2	PHYSICS	23.0	23	-	09-12
M409	M	15	MATH	COALITION SCHOOL FOR SOCIAL CHANGE	15	309	HSST	GEN ED	2	ALGEBRA	20.6	26	-	09-12
M409	M	6	MATH	COALITION SCHOOL FOR SOCIAL CHANGE	10	95	HSST	GEN ED	2	GEOMETRY	15.8	25	-	09-12
M411	M	1	-	BARUCH COLLEGE CAMPUS HIGH SCHOOL	28	28	ATS	G&T	2	-	28.0	28	-	09
M411	M	8	ENGLISH	BARUCH COLLEGE CAMPUS HIGH SCHOOL	26	217	HSST	GEN ED	2	ENGLISH 9	27.1	28	-	09-12
M411	M	4	ENGLISH	BARUCH COLLEGE CAMPUS HIGH SCHOOL	19	91	HSST	GEN ED	2	ENGLISH 10	22.8	26	-	09-12
M411	M	3	ENGLISH	BARUCH COLLEGE CAMPUS HIGH SCHOOL	15	71	HSST	GEN ED	2	OTHER	23.7	29	-	09-12
M411	M	5	SOCIAL STUDIES	BARUCH COLLEGE CAMPUS HIGH SCHOOL	15	104	HSST	GEN ED	2	GLOBAL HISTORY 9	20.8	26	-	09-12
M411	M	16	SCIENCE	BARUCH COLLEGE CAMPUS HIGH SCHOOL	23	428	HSST	GEN ED	2	LIVING ENVIRONMENT	26.8	29	-	09-12
M411	M	4	SCIENCE	BARUCH COLLEGE CAMPUS HIGH SCHOOL	25	110	HSST	GEN ED	2	CHEMISTRY	27.5	29	-	09-12
M411	M	4	SCIENCE	BARUCH COLLEGE CAMPUS HIGH SCHOOL	23	104	HSST	GEN ED	2	PHYSICS	26.0	29	-	09-12
M411	M	8	MATH	BARUCH COLLEGE CAMPUS HIGH SCHOOL	25	217	HSST	GEN ED	2	MATH A	27.1	29	-	09-12
M411	M	4	MATH	BARUCH COLLEGE CAMPUS HIGH SCHOOL	23	104	HSST	GEN ED	2	MATH B	26.0	29	-	09-12
M412	M	5	ENGLISH	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	23	135	HSST	GEN ED	2	ENGLISH 9	27.0	31	-	09-12
M412	M	4	ENGLISH	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	31	129	HSST	GEN ED	2	ENGLISH 10	32.3	34	-	09-12
M412	M	4	ENGLISH	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	33	135	HSST	GEN ED	2	ENGLISH 11	33.8	34	-	09-12
M412	M	4	ENGLISH	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	25	132	HSST	GEN ED	2	ENGLISH 12	33.0	40	-	09-12
M412	M	8	SOCIAL STUDIES	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	10	166	HSST	GEN ED	2	GLOBAL HISTORY 9	20.8	33	-	09-12
M412	M	5	SOCIAL STUDIES	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	14	144	HSST	GEN ED	2	GLOBAL HISTORY 10	28.8	34	-	09-12
M412	M	4	SOCIAL STUDIES	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	33	135	HSST	GEN ED	2	US HISTORY	33.8	35	-	09-12
M412	M	12	SCIENCE	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	10	290	HSST	GEN ED	2	LIVING ENVIRONMENT	24.2	33	-	09-12
M412	M	5	SCIENCE	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	11	128	HSST	GEN ED	2	EARTH SCIENCE	25.6	32	-	09-12
M412	M	10	SCIENCE	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	15	279	HSST	GEN ED	2	CHEMISTRY	27.9	34	-	09-12
M412	M	9	SCIENCE	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	13	244	HSST	GEN ED	2	PHYSICS	27.1	35	-	09-12
M412	M	4	MATH	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	24	129	HSST	GEN ED	2	MATH B	32.3	35	-	09-12
M412	M	5	MATH	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	19	127	HSST	GEN ED	2	ALGEBRA	25.4	31	-	09-12
M412	M	4	MATH	NEW YORK CITY LAB SCHOOL FOR COLLABORATIVE STUDIES	24	111	HSST	GEN ED	2	GEOMETRY	27.8	31	-	09-12
M413	M	6	-	SCHOOL OF THE FUTURE HIGH SCHOOL	16	103	ATS	GEN ED	2	-	17.2	19	-	06
M413	M	7	-	SCHOOL OF THE FUTURE HIGH SCHOOL	12	95	ATS	GEN ED	2	-	13.6	16	-	07
M413	M	7	-	SCHOOL OF THE FUTURE HIGH SCHOOL	11	97	ATS	GEN ED	2	-	13.9	17	-	08
M414	M	4	ENGLISH	N.Y.C. MUSEUM SCHOOL	26	112	HSST	GEN ED	2	ENGLISH 9	28.0	31	-	09-12
M414	M	4	ENGLISH	N.Y.C. MUSEUM SCHOOL	26	109	HSST	GEN ED	2	ENGLISH 10	27.3	31	-	09-12
M414	M	4	ENGLISH	N.Y.C. MUSEUM SCHOOL	30	124	HSST	GEN ED	2	ENGLISH 11	31.0	32	-	09-12
M414	M	6	ENGLISH	N.Y.C. MUSEUM SCHOOL	31	190	HSST	GEN ED	2	ENGLISH 12	31.7	32	-	09-12
M414	M	4	SOCIAL STUDIES	N.Y.C. MUSEUM SCHOOL	26	113	HSST	GEN ED	2	GLOBAL HISTORY 9	28.3	30	-	09-12
M414	M	4	SOCIAL STUDIES	N.Y.C. MUSEUM SCHOOL	25	108	HSST	GEN ED	2	GLOBAL HISTORY 10	27.0	30	-	09-12
M414	M	4	SOCIAL STUDIES	N.Y.C. MUSEUM SCHOOL	30	123	HSST	GEN ED	2	US HISTORY	30.8	32	-	09-12
M414	M	3	SOCIAL STUDIES	N.Y.C. MUSEUM SCHOOL	31	95	HSST	GEN ED	2	US GOVERNMENT	31.7	32	-	09-12
M414	M	3	SOCIAL STUDIES	N.Y.C. MUSEUM SCHOOL	31	95	HSST	GEN ED	2	ECONOMICS	31.7	32	-	09-12
M414	M	8	SCIENCE	N.Y.C. MUSEUM SCHOOL	26	225	HSST	GEN ED	2	LIVING ENVIRONMENT	28.1	30	-	09-12
M414	M	8	SCIENCE	N.Y.C. MUSEUM SCHOOL	24	214	HSST	GEN ED	2	EARTH SCIENCE	26.8	32	-	09-12
M414	M	8	SCIENCE	N.Y.C. MUSEUM SCHOOL	29	259	HSST	GEN ED	2	CHEMISTRY	32.4	36	-	09-12
M414	M	12	MATH	N.Y.C. MUSEUM SCHOOL	15	312	HSST	GEN ED	2	MATH B	26.0	32	-	09-12
M414	M	3	MATH	N.Y.C. MUSEUM SCHOOL	24	83	HSST	GEN ED	2	ALGEBRA	27.7	30	-	09-12
M414	M	5	MATH	N.Y.C. MUSEUM SCHOOL	26	138	HSST	GEN ED	2	GEOMETRY	27.6	30	-	09-12
M416	M	19	ENGLISH	ELEANOR ROOSEVELT HIGH SCHOOL	13	504	HSST	GEN ED	2	OTHER	26.5	31	-	09-12
M416	M	10	SCIENCE	ELEANOR ROOSEVELT HIGH SCHOOL	26	284	HSST	GEN ED	2	LIVING ENVIRONMENT	28.4	30	-	09-12
M416	M	9	SCIENCE	ELEANOR ROOSEVELT HIGH SCHOOL	17	245	HSST	GEN ED	2	CHEMISTRY	27.2	30	-	09-12
M416	M	10	SCIENCE	ELEANOR ROOSEVELT HIGH SCHOOL	24	264	HSST	GEN ED	2	PHYSICS	26.4	28	-	09-12
M416	M	5	MATH	ELEANOR ROOSEVELT HIGH SCHOOL	25	142	HSST	GEN ED	2	MATH A	28.4	31	-	09-12
M416	M	4	MATH	ELEANOR ROOSEVELT HIGH SCHOOL	27	114	HSST	GEN ED	2	MATH B	28.5	30	-	09-12
M418	M	9	ENGLISH	MILLENNIUM HIGH SCHOOL	26	254	HSST	GEN ED	2	ENGLISH 9	28.2	30	-	09-12
